Query_ID,Analysis_Name,Department,Admission_Type,Disease_Category,Total_Admissions,Gender,Ward_Type,Total_Beds,Occupied_Beds,Available_Beds,Shift,Staff_Count,Doctor_Count,Admission_Count,Admissions_Per_Doctor,Test_Category,Total_Tests,Abnormal_Tests,Total_Bills,Total_Revenue,Average_Bill_Value,Payment_Mode,Payment_Status,Outstanding_Amount,Charge_Type,Total_Charges,Total_Charge_Amount,Average_Charge,Abnormal_Test_Rate,Specialization,Drug_Category,Inventory_Status,Total_Drugs,Total_Prescriptions,Current_Stock,Reorder_Level,Manufacturer_Country,Average_Unit_Cost,Total_Diagnostic_Tests,Revenue_Per_Admission,Tests_Per_Admission
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Orthopedics,Elective,,1565.0,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Emergency,Emergency,,1550.0,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Pediatrics,Emergency,,1495.0,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Internal Medicine,Emergency,,1394.0,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",ICU,Elective,,1277.0,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Orthopedics,Emergency,,1267.0,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",ICU,Elective,,1145.0,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Orthopedics,Emergency,,1096.0,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",ICU,Emergency,,823.0,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",ICU,Emergency,,698.0,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Surgery,Elective,,124.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Pediatrics,Elective,,109.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Internal Medicine,Elective,,88.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Emergency,Elective,,85.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Pediatrics,Emergency,,74.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Orthopedics,Elective,,72.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Emergency,Emergency,,72.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Internal Medicine,Emergency,,70.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Surgery,Emergency,,65.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",Orthopedics,Emergency,,55.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",ICU,Elective,,53.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA02,"How are admissions distributed across Gender, Admission Type and Department? ============================================================",ICU,Emergency,,44.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Infectious,3781.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Infectious,2564.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Surgical,2193.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Surgical,1570.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Respiratory,1558.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Cardiac,1519.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Pediatric,1482.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Infectious,1347.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Respiratory,1063.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Cardiac,1053.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Pediatric,1006.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Infectious,1004.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Infectious,910.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Surgical,844.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Trauma,813.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Orthopedic,792.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Endocrine,747.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Renal,728.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Hematological,724.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Neurological,722.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Infectious,628.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Surgical,608.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Infectious,601.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Surgical,546.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Hematological,538.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Neurological,536.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Respiratory,536.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Orthopedic,512.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Pediatric,512.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Cardiac,510.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Renal,495.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Trauma,493.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Endocrine,490.0,,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Respiratory,415.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Infectious,413.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Cardiac,405.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Pediatric,384.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Surgical,380.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Cardiac,379.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Surgical,360.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Respiratory,346.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Pediatric,345.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Neurological,289.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Endocrine,285.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Renal,285.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Trauma,278.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Pediatric,277.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Cardiac,273.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Respiratory,270.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Hematological,257.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Pediatric,257.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Orthopedic,247.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Cardiac,241.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Respiratory,221.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Surgical,210.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Renal,207.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Neurological,205.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Neurological,205.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Orthopedic,199.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Endocrine,198.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Orthopedic,198.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Hematological,192.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Trauma,183.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Renal,178.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Hematological,177.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Endocrine,174.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Pediatric,173.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Trauma,158.0,,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Respiratory,155.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Cardiac,145.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Neurological,141.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Renal,139.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Orthopedic,137.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Hematological,134.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Renal,132.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Trauma,130.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Neurological,129.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Hematological,125.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Orthopedic,125.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Endocrine,122.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Elective,Trauma,118.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Endocrine,110.0,,Semi-Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Hematological,88.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Renal,87.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Trauma,80.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Orthopedic,78.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Neurological,73.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA03,Which Disease Categories generate the highest admissions across different Admission Types and Ward Types? ============================================,,Emergency,Endocrine,63.0,,ICU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA04,"What is the bed occupancy across Department, Ward Type and Bed Status? ============================================================",ICU,,,,,ICU,65.0,52.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA04,"What is the bed occupancy across Department, Ward Type and Bed Status? ============================================================",Emergency,,,,,General,60.0,38.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA04,"What is the bed occupancy across Department, Ward Type and Bed Status? ============================================================",Surgery,,,,,General,55.0,35.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA04,"What is the bed occupancy across Department, Ward Type and Bed Status? ============================================================",Internal Medicine,,,,,General,40.0,25.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA04,"What is the bed occupancy across Department, Ward Type and Bed Status? ============================================================",Pediatrics,,,,,General,35.0,22.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA04,"What is the bed occupancy across Department, Ward Type and Bed Status? ============================================================",Surgery,,,,,Private,35.0,22.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA04,"What is the bed occupancy across Department, Ward Type and Bed Status? ============================================================",Pediatrics,,,,,Semi-Private,35.0,21.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA04,"What is the bed occupancy across Department, Ward Type and Bed Status? ============================================================",Orthopedics,,,,,General,30.0,18.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA04,"What is the bed occupancy across Department, Ward Type and Bed Status? ============================================================",Internal Medicine,,,,,Private,25.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA04,"What is the bed occupancy across Department, Ward Type and Bed Status? ============================================================",Orthopedics,,,,,Semi-Private,20.0,13.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA04,"What is the bed occupancy across Department, Ward Type and Bed Status? ============================================================",Emergency,,,,,Private,15.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",ICU,,,,,ICU,,,,Night,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Surgery,,,,,General,,,,Night,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Orthopedics,,,,,General,,,,Evening,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Emergency,,,,,General,,,,Night,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",ICU,,,,,ICU,,,,Morning,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Emergency,,,,,General,,,,Evening,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Emergency,,,,,General,,,,Morning,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",ICU,,,,,ICU,,,,Evening,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Internal Medicine,,,,,General,,,,Evening,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Internal Medicine,,,,,General,,,,Night,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Pediatrics,,,,,General,,,,Morning,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Pediatrics,,,,,Semi-Private,,,,Evening,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Internal Medicine,,,,,General,,,,Morning,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Internal Medicine,,,,,Private,,,,Night,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Orthopedics,,,,,General,,,,Morning,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Emergency,,,,,Private,,,,Night,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Pediatrics,,,,,Semi-Private,,,,Morning,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Surgery,,,,,Private,,,,Evening,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Surgery,,,,,Private,,,,Night,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Pediatrics,,,,,General,,,,Evening,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Pediatrics,,,,,Semi-Private,,,,Night,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Surgery,,,,,General,,,,Morning,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Emergency,,,,,Private,,,,Morning,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Internal Medicine,,,,,Private,,,,Evening,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Internal Medicine,,,,,Private,,,,Morning,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Pediatrics,,,,,General,,,,Night,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Surgery,,,,,General,,,,Evening,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Surgery,,,,,Private,,,,Morning,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA05,"How does staff coverage vary by Department, Ward Type and Shift? ============================================================",Orthopedics,,,,,General,,,,Night,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
